,filename,dataset_name,ocr.line,ocr.sentence,groundtruth.line,groundtruth.sentence,prediction.line,prediction.sentence,model,prompt,prompt_text,language,file,name_of_file_idx,prediction.line.postprocessed,post-processings,line-lev-ocr,line-lev-pred,line-lev-improvement,quality-band-line,line-lev-pred-postprocessed,line-lev-improvement-postprocessed,overall-levenshtein-improvement,overall-levenshtein-improvement-postprocessed,overall-lev-ocr,improvement-band
0,../../data/datasets/asr/original/ina/3_impresso2-SingleURL-PHD90010642.txt,ina-last,décembre mille neuf cent quarante une réalisation de jacques berniole sur un texte de pierre pas de,décembre mille neuf cent quarante une réalisation de jacques berniole sur un texte de pierre pas de,"Quinze décembre mille neuf cent quarante, une réalisation de Jacques Bernole sur un texte de Pierre Pascal.","Quinze décembre mille neuf cent quarante, une réalisation de Jacques Bernole sur un texte de Pierre Pascal.","Voici le texte corrigé :

""décembre 1941, une réalisation de Jacques Berniole sur un texte de Pierre Pascal""

ou 

""décembre 1941, une réalisation de Jacques Berniole sur un texte de Pierre Pas de"" 

Attendons d'autres phrases pour etre sur de la correction","Voici le texte corrigé :

""décembre 1941, une réalisation de Jacques Berniole sur un texte de Pierre Pascal""

ou 

""décembre 1941, une réalisation de Jacques Berniole sur un texte de Pierre Pas de"" 

Attendons d'autres phrases pour etre sur de la correction",meta-llama-llama-4-scout-17b-16e-instruct-temp0.05,prompt_complex_01,prompt_complex_01,fr,results-ina_last-meta-llama-llama-4-scout-17b-16e-instruct-temp0.05.jsonl,results-ina_last-meta-llama-llama-4-scout-17b-16e-instruct-temp0.05.jsonl_0,"Voici le texte corrigé :

""décembre 1941, une réalisation de Jacques Berniole sur un texte de Pierre Pascal""

ou 

""décembre 1941, une réalisation d",PRED-TEXT-TRUNCATED|,0.8411214953271028,0.35019455252918286,-0.5836575875486382,80-99%,0.47297297297297297,-0.4376876876876877,-0.5836575875486382,-0.4376876876876877,0.8411214953271028,Negative Improvement
1,../../data/datasets/asr/original/ina/3_impresso2-SingleURL-PHD90010642.txt,ina-last,déjà trois années là cela se passait à la gare de l'est vous s'étaient amassés à quelques mois de ce jour la foule énorme et combien silencieuse des hommes dans le fascicule portaient la mention immédiatement et sans de l,cela se passait à la gare de l'est vous s'étaient amassés à quelques mois de ce jour la foule énorme et combien silencieuse des hommes dans le fascicule portaient la mention immédiatement et sans de l au,"Déjà trois années de cela. Cela se passait à la Gare de l'Est où s'étaient amassés à quelques mois de ce jour la foule énorme, et combien silencieuse, des hommes dont le fascicule portait la mention""immédiatement et sans délai"".","Cela se passait à la Gare de l'Est où s'étaient amassés à quelques mois de ce jour la foule énorme, et combien silencieuse, des hommes dont le fascicule portait la mention""immédiatement et sans délai"".","Déjà trois ans auparavant, cela se passait à la gare de l'Est. Vous étiez-vous amassés à quelques mois de ce jour ? La foule énorme et combien silencieuse des hommes ; dans le fascicule, portaient la mention : immédiatement et sans délai.","Cela se passait à la gare de l'Est. Vous étiez-vous amassés à quelques mois de ce jour ? La foule énorme et combien silencieuse des hommes ; dans le fascicule, portaient la mention : immédiatement et sans délai.",meta-llama-llama-4-scout-17b-16e-instruct-temp0.05,prompt_complex_01,prompt_complex_01,fr,results-ina_last-meta-llama-llama-4-scout-17b-16e-instruct-temp0.05.jsonl,results-ina_last-meta-llama-llama-4-scout-17b-16e-instruct-temp0.05.jsonl_1,"Déjà trois ans auparavant, cela se passait à la gare de l'Est. Vous étiez-vous amassés à quelques mois de ce jour ? La foule énorme et combien silencieuse des hommes ; dans le fascicule, portaient la mention : immédiatement et sans délai.",NONE,0.881578947368421,0.819327731092437,-0.0706133199548476,80-99%,0.819327731092437,-0.0706133199548476,-0.0706133199548476,-0.0706133199548476,0.881578947368421,Negative Improvement
2,../../data/datasets/asr/original/ina/3_impresso2-SingleURL-PHD90010642.txt,ina-last,au delà de pompiers vingt huit de la même car le rapide de francfort dix accoster à vingt et un heures cinq bon pour vont immatriculer deux cent sept mille neuf cent soixante douze avait quitté vienne le treize décembre à quatorze dans ce fourgon,delà de pompiers vingt huit de la même car,Cela se passait au quai vingt-huit de la même gare. Le rapide de Francfort venait d'y accoster à vingt et une heures cinq. Son fourgon immatriculé deux cent sept mille neuf cent soixante-douze avait quitté Vienne le treize décembre à quatorze heures. Dans ce fourgon,Cela se passait au quai vingt-huit de la même gare.,"Voici le texte corrigé :

""Au-delà de pompiers, vingt-huit de la même gare, le rapide de Francfort, dix, accoster à vingt-et-un heures cinq. Bon, pour vont immatriculer deux cent sept mille neuf cent soixante-douze, avait quitté Vienne le treize décembre à quatorze heures, dans ce fourgon.""

Cependant, je pense que certaines parties du texte pourraient être améliorées pour une meilleure compréhension :

""Au-delà des pompiers, vingt-huit de la même gare, le rapide de Francfort, dix, accosta à vingt-et-une heures cinq. Bon, pour vont immatriculer deux cent sept mille neuf cent soixante-douze, il avait quitté Vienne le treize décembre à quatorze heures dans ce fourgon."" 

Ou encore 

""Au-delà des pompiers, vingt-huit de la même gare, le rapide de Francfort dix accosta à vingt-et-une heures cinq. Pour immatriculer deux cent sept mille neuf cent soixante-douze, il avait quitté Vienne le treize décembre à quatorze heures dans ce fourgon."" 

La version la plus fluide possible 

""Au-delà des pompiers, vingt-huit de la même gare, le rapide de Francfort dix, accosta à vingt-et-une heures cinq. Pour immatriculer deux cent sept mille neuf cent soixante-douze, il avait quitté Vienne le treize décembre à quatorze heures dans ce fourgon.""","Je vais essayer de corriger le texte :

""Delà des pompiers, vingt-huit de la même carrière.""

ou 

""Delà des pompiers, vingt-huit de la même charrière."" 

 mais sans plus de contexte  il est  difficile de  corriger  précisément . 

Voudriez-vous me donner plus de contexte ou me confirmer si  c'est  la  bonne  correction ?",meta-llama-llama-4-scout-17b-16e-instruct-temp0.05,prompt_complex_01,prompt_complex_01,fr,results-ina_last-meta-llama-llama-4-scout-17b-16e-instruct-temp0.05.jsonl,results-ina_last-meta-llama-llama-4-scout-17b-16e-instruct-temp0.05.jsonl_2,"Voici le texte corrigé :

""Au-delà de pompiers, vingt-huit de la même gare, le rapide de Francfort, dix, accoster à vingt-et-un heures cinq. Bon, pour vont immatriculer deux cent sept mille neuf cent soixante-douze, avait quitté Vienne le treize décembre à quatorze heures, dans ce fourgon.""

Cependant, je pense que certaines parties du texte pourraient être améliorée",PRED-TEXT-TRUNCATED|,0.7969924812030075,0.20434432823813356,-0.7436057013615872,60-80%,0.6070460704607046,-0.23832898706345554,-0.7436057013615872,-0.23832898706345554,0.7969924812030075,Negative Improvement
3,../../data/datasets/asr/original/ina/3_impresso2-SingleURL-PHD90010642.txt,ina-last,se trouvait un cercueil de bronze à huit golden lion que des officiers allemands n'avait pas cessé de veiller tout le long du parcours ce cercueil était celui d'un roi du roi de rome du fils de napoléon il faisait froid,ce cercueil était celui d'un roi du roi de rome du fils de napoléon,"se trouvait un cercueil de bronze à huit gueules de lion que des officiers allemands n'avaient pas cessé de veiller tout le long du parcours. Ce cercueil était celui d'un roi, du roi de Rome, du fils de Napoléon. Il faisait froid,","Ce cercueil était celui d'un roi, du roi de Rome, du fils de Napoléon.","Voici le texte corrigé :

""Se trouvait un cercueil de bronze à huit golden lions que des officiers allemands n'avaient pas cessé de veiller tout le long du parcours. Ce cercueil était celui d'un roi, du fils de Napoléon. Il faisait froid.""

ou 

""Se trouvait un cercueil de bronze à huit golden lions que des officiers allemands n'avaient pas cessé de veiller tout le long du parcours. Ce cercueil était celui d'un roi, du roi de Rome, du fils de Napoléon. Il faisait froid.""

Note : J'ai corrigé certaines erreurs d'OCR et amélioré la cohérence du texte pour qu'il soit plus facile à lire. Cependant, il est possible que certaines phrases n'aient pas beaucoup de sens car le texte d'origine contenait peut-être des erreurs. 

Voici une autre proposition 

""Se trouvait un cercueil de bronze à huit golden lions que des officiers allemands n'avaient pas cessé de veiller tout le long du parcours. Ce cercueil était celui du roi de Rome, le fils de Napoléon. Il faisait froid.""","Ce cercueil était celui d'un roi, du roi de Rome, du fils de Napoléon.",meta-llama-llama-4-scout-17b-16e-instruct-temp0.05,prompt_complex_01,prompt_complex_01,fr,results-ina_last-meta-llama-llama-4-scout-17b-16e-instruct-temp0.05.jsonl,results-ina_last-meta-llama-llama-4-scout-17b-16e-instruct-temp0.05.jsonl_3,"Voici le texte corrigé :

""Se trouvait un cercueil de bronze à huit golden lions que des officiers allemands n'avaient pas cessé de veiller tout le long du parcours. Ce cercueil était celui d'un roi, du fils de Napoléon. Il faisait froid.""

ou 

""Se trouvait un cercueil de bronze à huit golden lions que des officiers allemands",PRED-TEXT-TRUNCATED|,0.9217391304347826,0.2346311475409836,-0.7454473399319518,80-99%,0.5853658536585366,-0.3649332719742292,-0.7454473399319518,-0.3649332719742292,0.9217391304347826,Negative Improvement
4,../../data/datasets/asr/original/ina/3_impresso2-SingleURL-PHD90010642.txt,ina-last,très froid même un grand silence règne sur les hommes et sur les choses car la neige tomber comme il se lit dans les contes de fées de notre enfance,un grand silence règne sur les hommes et sur les choses car la neige tomber comme il se lit dans les contes de fées de notre enfance,"très froid même. Un grand silence régnait sur les hommes et sur les choses, car la neige tombait, comme il se lit dans les contes de fées de notre enfance.","Un grand silence régnait sur les hommes et sur les choses, car la neige tombait, comme il se lit dans les contes de fées de notre enfance.","Voici le texte corrigé :

""Il fait très froid, même un grand silence règne sur les hommes et sur les choses, car la neige tombe comme il se lit dans les contes de fées de notre enfance."" 

ou 

""Il fait très froid, même un grand silence règne sur les hommes et sur les choses, car la neige tombe comme il est dit dans les contes de fées de notre enfance."" 

La correction depend du contexte que vous voulez.","Voici le texte corrigé :

""Un grand silence règne sur les hommes et sur les choses, car la neige tombe comme il se lit dans les contes de fées de notre enfance.""",meta-llama-llama-4-scout-17b-16e-instruct-temp0.05,prompt_complex_01,prompt_complex_01,fr,results-ina_last-meta-llama-llama-4-scout-17b-16e-instruct-temp0.05.jsonl,results-ina_last-meta-llama-llama-4-scout-17b-16e-instruct-temp0.05.jsonl_4,"Voici le texte corrigé :

""Il fait très froid, même un grand silence règne sur les hommes et sur les choses, car la neige tombe comme il se lit dans les contes de fées de notre enfance."" 

ou 

""Il fait très froid, même un",PRED-TEXT-TRUNCATED|,0.9225806451612903,0.35626535626535627,-0.6138382502018865,80-99%,0.6261261261261262,-0.3213318213318213,-0.6138382502018865,-0.3213318213318213,0.9225806451612903,Negative Improvement
5,../../data/datasets/asr/original/ina/3_impresso2-SingleURL-PHD90010642.txt,ina-last,vingt et un heures un trois heures plus tard les malheureux allait connaître la plus extraordinaire épopée qu'un peuple vaincu ait jamais connu,vingt et un heures un,"Vingt et une heures quinze. Trois heures plus tard, ces cendres malheureuses allaient connaître la plus extraordinaire épopée qu'un peuple vaincu ait jamais connue.",Vingt et une heures quinze.,"Voici le texte corrigé :

""Vingt et une heures, un trois heures plus tard, les malheureux allaient connaître la plus extraordinaire épopée qu'un peuple vaincu ait jamais connue.""","Je suppose que vous souhaitez que je corrige le texte. Voici ma proposition :

""Vingt et une heures un""

Cela semble déjà correct, mais je vais essayer de vérifier s'il y a des erreurs éventuelles :

- ""vingt"" est correct
- ""et"" est correct
- ""une"" pourrait être écrit ""un"" si le contexte l'indiquait, mais ici, cela semble correct
- ""heures"" est correct
- ""un"" pourrait être un article ou un nombre, mais dans ce contexte, il semble que ce soit ""un"" (le nombre)

Donc, le texte corrigé serait :

""Vingt et une heures un""

Mais si je dois vraiment faire quelque chose, je dirais que c'est peut être  ""Vingt-et-un heures une"" ou  ""Vingt-et-une heures une"" avec un ""e"" à une 

Donc ma réponse est 
 Vingt-et-une heures une",meta-llama-llama-4-scout-17b-16e-instruct-temp0.05,prompt_complex_01,prompt_complex_01,fr,results-ina_last-meta-llama-llama-4-scout-17b-16e-instruct-temp0.05.jsonl,results-ina_last-meta-llama-llama-4-scout-17b-16e-instruct-temp0.05.jsonl_5,"Voici le texte corrigé :

""Vingt et une heures, un trois heures plus tard, les malheureux allaient connaître la plus extraordinaire épopée qu'un peuple vaincu ait jamais connue.",NONE,0.8475609756097561,0.7359550561797753,-0.13167892652170393,80-99%,0.7401129943502824,-0.12677315774499048,-0.13167892652170393,-0.12677315774499048,0.8475609756097561,Negative Improvement
6,../../data/datasets/asr/original/ina/3_impresso2-SingleURL-PHD90010642.txt,ina-last,des sentinelles immobile terroir avait déjà pris leurs pas question devant le fourgon est les garder jusqu'aux douze coups de minuit celui dont l'mettait en somme la le l'empereur,des sentinelles immobile terroir avait déjà pris leurs pas question devant le fourgon,Des sentinelles immobiles et roides avaient déjà pris leur faction devant le fourgon. Elles allaient garder jusqu'aux douze coups de minuit celui dont l'âme était en somme l'âme de l'empereur.,Des sentinelles immobiles et roides avaient déjà pris leur faction devant le fourgon.,"Voici le texte corrigé :

""Des sentinelles immobiles au territoire, avaient déjà pris leur poste en question devant le fourgon et les gardaient jusqu'aux douze coups de minuit. Celui dont l'affaire mettait en somme la vie de l'empereur""

ou 

""Des sentinelles immobiles au territoire, avaient déjà pris leur poste en question devant le fourgon et les gardaient jusqu'aux douze coups de minuit. Celui dont l'affaire mettait en somme la vie de l'empereur""

Notez que j'ai corrigé certaines erreurs d'OCR, mais il est possible que certaines phrases n'aient pas de sens avec les corrections que j'ai faites. Si vous avez plus de contexte ou des informations supplémentaires, je peux essayer de faire une correction plus précise. 

Voici une autre tentative 

""Des sentinelles immobiles au territoire, avaient déjà pris leur poste en question devant le fourgon et les gardaient jusqu'aux douze coups de minuit. Celui dont l'affaire mettait en somme la vie de l'empereur""

ou 

""Des sentinelles immobiles sur le territoire, avaient déjà pris leur poste en question devant le fourgon et les gardaient jusqu'aux douze coups de minuit. Celui dont l'affaire mettait en somme la vie de l'empereur""","Voici le texte corrigé :

""Des sentinelles immobiles terrorisaient déjà pris leurs pas de question devant le fourgon.""

ou 

""Des sentinelles immobiles terrorisaient déjà pris leurs pas de question devant le fourgon.""

Cela semble plus probable. 

ou encore 

""Des sentinelles immobiles terrorisaient déjà pris leurs pas de questions devant le fourgon.""",meta-llama-llama-4-scout-17b-16e-instruct-temp0.05,prompt_complex_01,prompt_complex_01,fr,results-ina_last-meta-llama-llama-4-scout-17b-16e-instruct-temp0.05.jsonl,results-ina_last-meta-llama-llama-4-scout-17b-16e-instruct-temp0.05.jsonl_6,"Voici le texte corrigé :

""Des sentinelles immobiles au territoire, avaient déjà pris leur poste en question devant le fourgon et les gardaient jusqu'aux douze coups de minuit. Celui dont l'affaire mettait en somme la vie de l'empereur""

ou 

""Des sentinelles immobile",PRED-TEXT-TRUNCATED|,0.8020833333333334,0.15345699831365936,-0.8086769891154377,80-99%,0.585820895522388,-0.2696258964915682,-0.8086769891154377,-0.2696258964915682,0.8020833333333334,Negative Improvement
7,../../data/datasets/asr/original/ina/3_impresso2-SingleURL-PHD90010642.txt,ina-last,paris conduit faite aux invalides les ossements de napoléon aujourd'hui était restitué au père celui qui avait peut être été la meilleure penser de sa vie inégalé,aujourd'hui était restitué au père celui qui avait peut être été la meilleure penser de sa vie inégalé,Paris conduisait aux Invalides les ossements de Napoléon. Aujourd'hui était restitué au père celui qui avait peut-être été la meilleure pensée de sa vie inégalée.,Aujourd'hui était restitué au père celui qui avait peut-être été la meilleure pensée de sa vie inégalée.,"Voici le texte corrigé :

""Paris conduit, faite aux Invalides, les ossements de Napoléon, aujourd'hui, était restitué au père, celui qui avait peut-être été la meilleure pensée de sa vie, inégalé."" 

ou de manière plus fluide et avec une syntaxe plus correcte :

""À Paris, les ossements de Napoléon, conduits aux Invalides, sont restitués au père, qui avait peut-être eu la meilleure pensée de sa vie, inégalé."" 

Cependant, une version encore plus corrigée donne :

""À Paris, les ossements de Napoléon, conduits aux Invalides, sont restitués. Le père, qui avait peut-être eu la meilleure pensée de sa vie, est inégalé.""","Aujourd'hui, était restitué au père, celui qui avait peut-être été la meilleure pensée de sa vie, inégalé.",meta-llama-llama-4-scout-17b-16e-instruct-temp0.05,prompt_complex_01,prompt_complex_01,fr,results-ina_last-meta-llama-llama-4-scout-17b-16e-instruct-temp0.05.jsonl,results-ina_last-meta-llama-llama-4-scout-17b-16e-instruct-temp0.05.jsonl_7,"Voici le texte corrigé :

""Paris conduit, faite aux Invalides, les ossements de Napoléon, aujourd'hui, était restitué au père, celui qui avait peut-être été la meilleure pensée de sa vie, inégalé."" 

ou de manière plus fluide et avec une synta",PRED-TEXT-TRUNCATED|,0.9135802469135802,0.2564516129032258,-0.7192894507410637,80-99%,0.6502057613168725,-0.28828828828828823,-0.7192894507410637,-0.28828828828828823,0.9135802469135802,Negative Improvement
8,../../data/datasets/asr/original/ina/3_impresso2-SingleURL-PHD90010642.txt,ina-last,minuit le cercueil de françois charles joseph napoléon bonaparte est porté à brad soldat jusqu'à l'appui de canon qui sera son corbillard étrange,minuit le cercueil de françois charles joseph napoléon bonaparte est porté à brad soldat jusqu'à l'appui de canon qui sera son corbillard étrange bien y,"Minuit, le cercueil de François Charles Joseph Napoléon Bonaparte est porté à bras de soldats jusqu'à l'affût de canon qui sera son corbillard étrange et merveilleux.","Minuit, le cercueil de François Charles Joseph Napoléon Bonaparte est porté à bras de soldats jusqu'à l'affût de canon qui sera son corbillard étrange et merveilleux.","Voici le texte corrigé :

""Minuit, le cercueil de François Charles Joseph Napoléon Bonaparte est porté à bras de soldat jusqu'à l'appui de canon qui sera son corbillard étrange.""","Voici le texte corrigé :

""Minuit, le cercueil de François Charles Joseph Napoléon Bonaparte est porté à bras de soldat jusqu'à l'appui de canon qui sera son corbillard ; étrange, mais bien...""

ou 

""Minuit, le cercueil de François Charles Joseph Napoléon Bonaparte est porté à bras de soldat jusqu'à l'appui de canon, qui sera son corbillard, étrange, mais bien...""

Cependant, il semble que le texte soit incomplet ou tronqué. Voici une proposition de correction plus complète :

""Minuit. Le cercueil de François Charles Joseph Napoléon Bonaparte est porté à bras de soldat jusqu'à l'appui de canon, qui sera son corbillard ; étrange, mais bien..."" 

Cela ressemble à un extrait de texte funéraire ou relatif aux obsèques de Napoléon.",meta-llama-llama-4-scout-17b-16e-instruct-temp0.05,prompt_complex_01,prompt_complex_01,fr,results-ina_last-meta-llama-llama-4-scout-17b-16e-instruct-temp0.05.jsonl,results-ina_last-meta-llama-llama-4-scout-17b-16e-instruct-temp0.05.jsonl_8,"Voici le texte corrigé :

""Minuit, le cercueil de François Charles Joseph Napoléon Bonaparte est porté à bras de soldat jusqu'à l'appui de canon qui sera son corbillard étrange.",NONE,0.8132530120481928,0.7303370786516854,-0.10195588847274241,80-99%,0.7344632768361582,-0.09688219292739067,-0.10195588847274241,-0.09688219292739067,0.8132530120481928,Negative Improvement
9,../../data/datasets/asr/original/ina/3_impresso2-SingleURL-PHD90010642.txt,ina-last,bien y minuit cain qui irait par,minuit cain qui,"Minuit quinze. Tiré par vingt hommes,",Minuit quinze.,"Bien, il est minuit, c'est Cain qui irait par...","Il semble que le texte fourni soit très court et potentiellement erroné en raison du processus OCR. Voici une tentative de correction :

""Minuit, Cain qui""

Cela ressemble à un début de phrase ou de texte. Pourriez-vous fournir plus de contexte ou la suite du texte pour que je puisse mieux comprendre et corriger les erreurs éventuelles ?",meta-llama-llama-4-scout-17b-16e-instruct-temp0.05,prompt_complex_01,prompt_complex_01,fr,results-ina_last-meta-llama-llama-4-scout-17b-16e-instruct-temp0.05.jsonl,results-ina_last-meta-llama-llama-4-scout-17b-16e-instruct-temp0.05.jsonl_9,"Bien, il est minuit, c'est Cain qui irait par...",NONE,0.24324324324324326,0.25,0.02777777777777772,0-40%,0.25,0.02777777777777772,0.02777777777777772,0.02777777777777772,0.24324324324324326,Positive Improvement
