,filename,language,dataset_name,ocr.line,ocr.sentence,groundtruth.line,groundtruth.sentence,prediction.line,model,prompt,prompt_text,file,name_of_file_idx,prediction.line.postprocessed,post-processings,line-lev-ocr,line-lev-pred,line-lev-improvement,quality-band-line,line-lev-pred-postprocessed,line-lev-improvement-postprocessed,overall-levenshtein-improvement,overall-levenshtein-improvement-postprocessed,overall-lev-ocr,improvement-band
0,../data/datasets/ocr/original/AN/OCR_AN_19810642_13_3020.txt,fr,AN-lines,"Une dernière remarque porte sur la forme du produit principal de l'assemblage, le programme objet.
Nous devons distinguer plusieurs cas :",No text,"Une dernière remarque porte sur la forme du produit principal de l'assemblage, le programme objet. 
Nous devons distinguer plusieurs cas :",No text,"Voici le texte corrigé :

Une dernière remarque porte sur la forme du produit principal de l'assemblage, le programme objet.
Nous devons distinguer plusieurs cas :

Je n'ai apporté aucune correction car le texte était déjà grammaticalement correct et ne contenait pas d'erreurs d'orthographe ou de ponctuation notables.",meta-llama-llama-4-maverick-17b-128e-instruct-fp8-temp0.7,prompt_basic_02,prompt_basic_02,results-AN_lines-meta-llama-llama-4-maverick-17b-128e-instruct-fp8-temp0.7.jsonl,results-AN_lines-meta-llama-llama-4-maverick-17b-128e-instruct-fp8-temp0.7.jsonl_0,"Voici le texte corrigé :

Une dernière remarque porte sur la forme du produit principal de l'assemblage, le programme objet.
Nous devons distinguer plusieurs cas :

Je n'ai apporté aucune correction car le",PRED-TEXT-TRUNCATED|,0.9927536231884058,0.4263322884012539,-0.5705557970848683,99-100%,0.6634146341463415,-0.3317429232686487,-0.5705557970848683,-0.3317429232686487,0.9927536231884058,Negative Improvement
1,../data/datasets/ocr/original/AN/OCR_AN_19810642_13_3020.txt,fr,AN-lines,"- si la machine est très petite, dépourvue de mémoire auxiliaire, et ne peut recevoir qu'un programme à la fois, ce produit est un programme binaire conçu pour travailler à une place définie de la mémoire. Il est en général sur bande perforée ou cartes, et son introduction en mémoire nécessitera le recours à un très petit programme de service, le charcour absolu.",No text,"- si la machine est très petite, dépourvue de mémoire auxiliaire, et ne peut recevoir qu'un programme à la fois, ce produit est un programme binaire conçu pour travailler à une place définie de la mémoire. Il est en général sur bande perforée ou cartes, et son introduction en mémoire nécessitera le recours à un très petit programme de service, le chargeur absolu.",No text,"Voici le texte corrigé :

- Si la machine est très petite, dépourvue de mémoire auxiliaire, et ne peut recevoir qu'un programme à la fois, ce produit est un programme binaire conçu pour travailler à une place définie de la mémoire. Il est en général sur bande perforée ou cartes, et son introduction en mémoire nécessitera le recours à un très petit programme de service, le chargeur absolu.

J'ai corrigé ""charcour"" en ""chargeur"", qui est le terme approprié dans le contexte de l'informatique.",meta-llama-llama-4-maverick-17b-128e-instruct-fp8-temp0.7,prompt_basic_02,prompt_basic_02,results-AN_lines-meta-llama-llama-4-maverick-17b-128e-instruct-fp8-temp0.7.jsonl,results-AN_lines-meta-llama-llama-4-maverick-17b-128e-instruct-fp8-temp0.7.jsonl_1,"Voici le texte corrigé :

- Si la machine est très petite, dépourvue de mémoire auxiliaire, et ne peut recevoir qu'un programme à la fois, ce produit est un programme binaire conçu pour travailler à une place définie de la mémoire. Il est en général sur bande perforée ou cartes, et son introduction en mémoire nécessitera le recours à un très petit programme de service, le chargeur absolu.

J'ai corrigé ""charcour"" en ""chargeur"", qui est le terme approprié dans le contexte de l'informatique.",NONE,0.9945205479452055,0.7368421052631579,-0.25909815861968977,99-100%,0.7368421052631579,-0.25909815861968977,-0.25909815861968977,-0.25909815861968977,0.9945205479452055,Negative Improvement
2,../data/datasets/ocr/original/AN/OCR_AN_19810642_13_3020.txt,fr,AN-lines,"- si la machine est plus importante, le programme objet sera en général placé par l'assembleur sur une mémoire auxiliaire, en attendant l'heure d'être exécuté. On ignore, au moment de l'assemblage, la zone de mémoire principale où sera placé le programme pour cette exécution.",No text,"- si la machine est plus importante, le programme objet sera en général placé par l'assembleur sur une mémoire auxiliaire, en attendant l'heure d'être exécuté. On ignore, au moment de l'assemblage, la zone de mémoire principale où sera placé le programme pour cette exécution.",No text,"Voici le texte corrigé :

- Si la machine est plus importante, le programme objet sera en général placé par l'assembleur sur une mémoire auxiliaire, en attendant l'heure d'être exécuté. On ignore, au moment de l'assemblage, la zone de mémoire principale où sera placé le programme pour son exécution.

Corrections effectuées :
- ""si"" est mis en majuscule car il commence la phrase.
- ""cette exécution"" est remplacé par ""son exécution"" pour améliorer la formulation.",meta-llama-llama-4-maverick-17b-128e-instruct-fp8-temp0.7,prompt_basic_02,prompt_basic_02,results-AN_lines-meta-llama-llama-4-maverick-17b-128e-instruct-fp8-temp0.7.jsonl,results-AN_lines-meta-llama-llama-4-maverick-17b-128e-instruct-fp8-temp0.7.jsonl_2,"Voici le texte corrigé :

- Si la machine est plus importante, le programme objet sera en général placé par l'assembleur sur une mémoire auxiliaire, en attendant l'heure d'être exécuté. On ignore, au moment de l'assemblage, la zone de mémoire principale où sera placé le programme pour son exécution.

Corrections effectuées :
- ""si"" est mis en majuscule car il commence la phrase.
- ""cette exécution"" est remplacé",PRED-TEXT-TRUNCATED|,1.0,0.5913978494623656,-0.4086021505376344,99-100%,0.6618357487922706,-0.3381642512077294,-0.4086021505376344,-0.3381642512077294,1.0,Negative Improvement
3,../data/datasets/ocr/original/AN/OCR_AN_19810642_13_3020.txt,fr,AN-lines,"Le programme objet binaire est alors conservé dans une forme spéciale dite relcagable parce que le charcour qui le prendra en compte pourra le placer n'importe où. Mais ce ""hargeur, capable d'effectuer la translation des adresses et autorisant des corrections, devient un programme important, dont nous : carlerons.",No text,"Le programme objet binaire est alors conservé dans une forme spéciale dite relogeable parce que le chargeur qui le prendra en compte pourra le placer n'importe où. Mais ce chargeur, capable d'effectuer la translation des adresses et autorisant des corrections, devient un programme important, dont nous parlerons.",No text,"Voici le texte corrigé :

Le programme objet binaire est alors conservé dans une forme spéciale dite relogeable parce que le chargeur qui le prendra en compte pourra le placer n'importe où. Mais ce ""chargeur"", capable d'effectuer la translation des adresses et autorisant des corrections, devient un programme important, dont nous parlerons.

J'ai corrigé les fautes d'orthographe suivantes :
- ""relcagable"" -> ""relogeable""
- ""charcour"" -> ""chargeur""
- ""hargeur"" -> ""chargeur""
- ""carlerons"" -> ""parlerons""",meta-llama-llama-4-maverick-17b-128e-instruct-fp8-temp0.7,prompt_basic_02,prompt_basic_02,results-AN_lines-meta-llama-llama-4-maverick-17b-128e-instruct-fp8-temp0.7.jsonl,results-AN_lines-meta-llama-llama-4-maverick-17b-128e-instruct-fp8-temp0.7.jsonl_3,"Voici le texte corrigé :

Le programme objet binaire est alors conservé dans une forme spéciale dite relogeable parce que le chargeur qui le prendra en compte pourra le placer n'importe où. Mais ce ""chargeur"", capable d'effectuer la translation des adresses et autorisant des corrections, devient un programme important, dont nous parlerons.

J'ai corrigé les fautes d'orthographe suivantes :
- ""relcagable"" -> ""relogeable""
- ""charcour"" -> ""chargeur""
- ""hargeur"" -> ""charg",PRED-TEXT-TRUNCATED|,0.9714285714285714,0.6198019801980198,-0.36196854979615606,80-99%,0.663135593220339,-0.3173604187437687,-0.36196854979615606,-0.3173604187437687,0.9714285714285714,Negative Improvement
4,../data/datasets/ocr/original/AN/OCR_AN_19810642_13_3020.txt,fr,AN-lines,"Cependant, le langage d'assemblage ainsi défini reste isomorphe du langage machine ; pour aller plus loin, il faut parler de sous-programmes et d'interprétation.",No text,"Cependant, le langage d'assemblage ainsi défini reste isomorphe du langage machine ; pour aller plus loin, il faut parler de sous-programmes et d'interprétation.",No text,"CORRECTION : Cependant, le langage d'assemblage ainsi défini reste isomorphe au langage machine ; pour aller plus loin, il faut parler de sous-programmes et d'interprétation.

J'ai corrigé ""isomorphe du"" en ""isomorphe au"" car ""isomorphe"" est généralement suivi de la préposition ""à"" ou de l'article défini contracté ""au"".",meta-llama-llama-4-maverick-17b-128e-instruct-fp8-temp0.7,prompt_basic_02,prompt_basic_02,results-AN_lines-meta-llama-llama-4-maverick-17b-128e-instruct-fp8-temp0.7.jsonl,results-AN_lines-meta-llama-llama-4-maverick-17b-128e-instruct-fp8-temp0.7.jsonl_4,"CORRECTION : Cependant, le langage d'assemblage ainsi défini reste isomorphe au langage machine ; pour aller plus loin, il faut parler de sous-programmes et d'interprétation.

J'ai corrigé ""isomorphe du"" en ""isomorphe au"" car ""isomorphe"" est",PRED-TEXT-TRUNCATED|,1.0,0.4984423676012461,-0.5015576323987538,99-100%,0.6639004149377593,-0.3360995850622407,-0.5015576323987538,-0.3360995850622407,1.0,Negative Improvement
5,../data/datasets/ocr/original/AN/OCR_AN_19810642_13_3020.txt,fr,AN-lines,# Sous-programmes,No text,Sous-programmes,No text,"Je suis prêt à corriger le texte. Cependant, je constate que le texte donné est ""# Sous-programmes"". Il semble qu'il n'y ait pas d'erreurs à corriger dans ce texte car il est très court et ne contient pas de fautes d'orthographe ou de grammaire apparentes.

La correction donnerait donc : ""# Sous-programmes"" 

Si vous pouviez fournir plus de contexte ou le texte complet que vous souhaitez que je corrige, je serais ravi de vous aider. 

Tel quel, la ""correction"" est : # Sous-programmes",meta-llama-llama-4-maverick-17b-128e-instruct-fp8-temp0.7,prompt_basic_02,prompt_basic_02,results-AN_lines-meta-llama-llama-4-maverick-17b-128e-instruct-fp8-temp0.7.jsonl,results-AN_lines-meta-llama-llama-4-maverick-17b-128e-instruct-fp8-temp0.7.jsonl_5,Je suis prêt à corriger l,PRED-TEXT-TRUNCATED|,0.8823529411764706,0.030737704918032786,-0.9651639344262296,80-99%,0.24,-0.728,-0.9651639344262296,-0.728,0.8823529411764706,Negative Improvement
6,../data/datasets/ocr/original/AN/OCR_AN_19810642_13_3020.txt,fr,AN-lines,"Il est fréquent qu'une séquence d'instructions, écrite pour un besoin particulier A au cours d'un programme, s'avère utilisable en d'autres parties du travail B, C. Cela constitue un sous-programme, et on peut envisager plusieurs façons de s'en servir.",No text,"Il est fréquent qu'une séquence d'instructions, écrite pour un besoin particulier A au cours d'un programme, s'avère utilisable en d'autres parties du travail B, C. Cela constitue un sous-programme, et on peut envisager plusieurs façons de s'en servir.",No text,"CORRECTION : Il est fréquent qu'une séquence d'instructions, écrite pour un besoin particulier A au cours d'un programme, s'avère utilisable en d'autres parties du travail B ou C. Cela constitue un sous-programme et on peut envisager plusieurs façons de s'en servir.

J'ai corrigé ""B, C"" en ""B ou C"" car il est plus logique de supposer que la séquence d'instructions peut être utilisée dans l'une ou l'autre des parties du travail, ou les deux, plutôt que nécessairement dans les deux. J'ai également supprimé la virgule après ""sous-programme"" car elle n'est pas nécessaire pour la compréhension de la phrase.",meta-llama-llama-4-maverick-17b-128e-instruct-fp8-temp0.7,prompt_basic_02,prompt_basic_02,results-AN_lines-meta-llama-llama-4-maverick-17b-128e-instruct-fp8-temp0.7.jsonl,results-AN_lines-meta-llama-llama-4-maverick-17b-128e-instruct-fp8-temp0.7.jsonl_6,"CORRECTION : Il est fréquent qu'une séquence d'instructions, écrite pour un besoin particulier A au cours d'un programme, s'avère utilisable en d'autres parties du travail B ou C. Cela constitue un sous-programme et on peut envisager plusieurs façons de s'en servir.

J'ai corrigé ""B, C"" en ""B ou C"" car il est plus logique de supposer que la séquence d'instructions peut être u",PRED-TEXT-TRUNCATED|,1.0,0.4088669950738916,-0.5911330049261083,99-100%,0.6587301587301587,-0.3412698412698413,-0.5911330049261083,-0.3412698412698413,1.0,Negative Improvement
7,../data/datasets/ocr/original/AN/OCR_AN_19810642_13_3020.txt,fr,AN-lines,"a) ou bien cette séquence A est recopiée dans le texte du programme aux places $B$ et $C$, et l'économie réalisée porte sur le temps de rédaction, c'est un sous-programme ouvert.",No text,"a) ou bien cette séquence A est recopiée dans le texte du programme aux places B et C, et l'économie réalisée porte sur le temps de rédaction, c'est un sous-programme ouvert.",No text,"## Texte corrigé :
a) ou bien cette séquence A est recopiée dans le texte du programme aux places B et C, et l'économie réalisée porte sur le temps de rédaction, c'est un sous-programme ouvert.

## Corrections effectuées :
- Suppression du signe $ autour de ""B"" et ""C"" car ils n'ont pas lieu d'être dans le texte.",meta-llama-llama-4-maverick-17b-128e-instruct-fp8-temp0.7,prompt_basic_02,prompt_basic_02,results-AN_lines-meta-llama-llama-4-maverick-17b-128e-instruct-fp8-temp0.7.jsonl,results-AN_lines-meta-llama-llama-4-maverick-17b-128e-instruct-fp8-temp0.7.jsonl_7,"## Texte corrigé :
a) ou bien cette séquence A est recopiée dans le texte du programme aux places B et C, et l'économie réalisée porte sur le temps de rédaction, c'est un sous-programme ouvert.

## Corrections effectuées :
- Suppression du signe $ autour de ""B"" et ""C",PRED-TEXT-TRUNCATED|,0.9775280898876404,0.5559105431309904,-0.4313099041533546,80-99%,0.651685393258427,-0.33333333333333326,-0.4313099041533546,-0.33333333333333326,0.9775280898876404,Negative Improvement
8,../data/datasets/ocr/original/AN/OCR_AN_19810642_13_3020.txt,fr,AN-lines,"b) ou bien la séquence A n'est écrite qu'une fois, et logée une fois en mémoire, afin de faire des économies de place. Dans ce cas, le sousprogramme, st dit fermé, et il faut y renvoyer par unerupture de séquence. A la fin de la séquence A, le sous-programme doit renvoyer au programme principal, et cela pose des problèmes délicats qui ont reçu plusieurs solutions intéressantes de caractère universel, dont au moins une est toujours incorporée au répertoire de chaque calculateur.",No text,"b) ou bien la séquence A n'est écrite qu'une fois, et logée une fois en mémoire, afin de faire des économies de place. Dans ce cas, le sous-programme est dit fermé, et il faut y renvoyer par une rupture de séquence. À la fin de la séquence A, le sous-programme doit renvoyer au programme principal, et cela pose des problèmes délicats qui ont reçu plusieurs solutions intéressantes de caractère universel, dont au moins une est toujours incorporée au répertoire de chaque calculateur.",No text,"Voici le texte corrigé :

b) ou bien la séquence A n'est écrite qu'une fois, et logée une fois en mémoire, afin de faire des économies de place. Dans ce cas, le sous-programme, est dit fermé, et il faut y accéder par une rupture de séquence. À la fin de la séquence A, le sous-programme doit renvoyer au programme principal, et cela pose des problèmes délicats qui ont reçu plusieurs solutions intéressantes de caractère universel, dont au moins une est toujours incorporée au répertoire de chaque calculateur.

J'ai corrigé les fautes d'orthographe et de ponctuation suivantes :
- Ajout d'une virgule après ""sous-programme"" pour améliorer la syntaxe.
- ""st"" -> ""est"" (erreur de frappe)
- ""uneruption"" -> ""une rupture"" (erreur de frappe et d'orthographe)
- ""A"" -> ""À"" (erreur d'orthographe, ""À"" est la préposition correcte)",meta-llama-llama-4-maverick-17b-128e-instruct-fp8-temp0.7,prompt_basic_02,prompt_basic_02,results-AN_lines-meta-llama-llama-4-maverick-17b-128e-instruct-fp8-temp0.7.jsonl,results-AN_lines-meta-llama-llama-4-maverick-17b-128e-instruct-fp8-temp0.7.jsonl_8,"Voici le texte corrigé :

b) ou bien la séquence A n'est écrite qu'une fois, et logée une fois en mémoire, afin de faire des économies de place. Dans ce cas, le sous-programme, est dit fermé, et il faut y accéder par une rupture de séquence. À la fin de la séquence A, le sous-programme doit renvoyer au programme principal, et cela pose des problèmes délicats qui ont reçu plusieurs solutions intéressantes de caractère universel, dont au moins une est toujours incorporée au répertoire de chaque calculateur.

J'ai corrigé les fautes d'orthographe et de ponctuation suivantes :
- Ajout d'une virgule après ""sous-programme"" pour améliorer la syntaxe.
- ""st"" -> ""est"" (erreur de frappe)
- ""uneruption"" -> ""une rupture"" (err",PRED-TEXT-TRUNCATED|,0.9896694214876033,0.5795868772782503,-0.4143631553180101,80-99%,0.6597510373443983,-0.3333622086123407,-0.4143631553180101,-0.3333622086123407,0.9896694214876033,Negative Improvement
9,../data/datasets/ocr/original/AN/OCR_AN_19810642_13_3020.txt,fr,AN-lines,Un programme doit en général passer des paramètres à un sousprogramme fermé qu'il appelle. Ce problème général a également fait l'objet de solutions multiples.,No text,Un programme doit en général passer des paramètres à un sous-programme fermé qu'il appelle. Ce problème général a également fait l'objet de solutions multiples.,No text,"CORRECTION : 

Un programme doit en général passer des paramètres à un sous-programme fermé qu'il appelle. Ce problème général a également fait l'objet de solutions multiples.

J'ai corrigé ""sousprogramme"" en ""sous-programme"" qui est la forme correcte avec un tiret.",meta-llama-llama-4-maverick-17b-128e-instruct-fp8-temp0.7,prompt_basic_02,prompt_basic_02,results-AN_lines-meta-llama-llama-4-maverick-17b-128e-instruct-fp8-temp0.7.jsonl,results-AN_lines-meta-llama-llama-4-maverick-17b-128e-instruct-fp8-temp0.7.jsonl_9,"CORRECTION : 

Un programme doit en général passer des paramètres à un sous-programme fermé qu'il appelle. Ce problème général a également fait l'objet de solutions multiples.

J'ai corrigé ""sousprogramme"" en ""sous-programme"" qui est la f",PRED-TEXT-TRUNCATED|,0.99375,0.6015037593984962,-0.39471319808956357,99-100%,0.6722689075630253,-0.32350298610010036,-0.39471319808956357,-0.32350298610010036,0.99375,Negative Improvement
