,filename,language,dataset_name,ocr.line,ocr.sentence,groundtruth.line,groundtruth.sentence,prediction.line,model,prompt,prompt_text,file,name_of_file_idx,prediction.line.postprocessed,post-processings,line-lev-ocr,line-lev-pred,line-lev-improvement,quality-band-line,line-lev-pred-postprocessed,line-lev-improvement-postprocessed,overall-levenshtein-improvement,overall-levenshtein-improvement-postprocessed,overall-lev-ocr,improvement-band
0,../data/datasets/ocr/original/AN/OCR_AN_19810642_13_3020.txt,fr,AN-lines,"Une dernière remarque porte sur la forme du produit principal de l'assemblage, le programme objet.
Nous devons distinguer plusieurs cas :",No text,"Une dernière remarque porte sur la forme du produit principal de l'assemblage, le programme objet. 
Nous devons distinguer plusieurs cas :",No text,"Une dernière remarque porte sur la forme du produit principal de l'assemblage : le programme objet.
Nous devons distinguer plusieurs cas :
",google-gemma-3-27b-it-temp0.05,prompt_complex_02,prompt_complex_02,results-AN_lines-google-gemma-3-27b-it-temp0.05.jsonl,results-AN_lines-google-gemma-3-27b-it-temp0.05.jsonl_0,"Une dernière remarque porte sur la forme du produit principal de l'assemblage : le programme objet.
Nous devons distinguer plusieurs cas :",NONE,0.9927536231884058,0.9712230215827338,-0.021687759281625807,99-100%,0.9782608695652174,-0.014598540145985354,-0.021687759281625807,-0.014598540145985354,0.9927536231884058,Negative Improvement
1,../data/datasets/ocr/original/AN/OCR_AN_19810642_13_3020.txt,fr,AN-lines,"- si la machine est très petite, dépourvue de mémoire auxiliaire, et ne peut recevoir qu'un programme à la fois, ce produit est un programme binaire conçu pour travailler à une place définie de la mémoire. Il est en général sur bande perforée ou cartes, et son introduction en mémoire nécessitera le recours à un très petit programme de service, le charcour absolu.",No text,"- si la machine est très petite, dépourvue de mémoire auxiliaire, et ne peut recevoir qu'un programme à la fois, ce produit est un programme binaire conçu pour travailler à une place définie de la mémoire. Il est en général sur bande perforée ou cartes, et son introduction en mémoire nécessitera le recours à un très petit programme de service, le chargeur absolu.",No text,"Si la machine est très petite, dépourvue de mémoire auxiliaire et ne peut recevoir qu'un programme à la fois, ce produit est un programme binaire conçu pour travailler à une place définie de la mémoire. Il est généralement sur bande perforée ou cartes, et son introduction en mémoire nécessitera le recours à un très petit programme de service, le chargeur absolu.
",google-gemma-3-27b-it-temp0.05,prompt_complex_02,prompt_complex_02,results-AN_lines-google-gemma-3-27b-it-temp0.05.jsonl,results-AN_lines-google-gemma-3-27b-it-temp0.05.jsonl_1,"Si la machine est très petite, dépourvue de mémoire auxiliaire et ne peut recevoir qu'un programme à la fois, ce produit est un programme binaire conçu pour travailler à une place définie de la mémoire. Il est généralement sur bande perforée ou cartes, et son introduction en mémoire nécessitera le recours à un très petit programme de service, le chargeur absolu.",NONE,0.9945205479452055,0.9643835616438357,-0.03030303030303029,99-100%,0.9671232876712329,-0.027548209366391182,-0.03030303030303029,-0.027548209366391182,0.9945205479452055,Negative Improvement
2,../data/datasets/ocr/original/AN/OCR_AN_19810642_13_3020.txt,fr,AN-lines,"- si la machine est plus importante, le programme objet sera en général placé par l'assembleur sur une mémoire auxiliaire, en attendant l'heure d'être exécuté. On ignore, au moment de l'assemblage, la zone de mémoire principale où sera placé le programme pour cette exécution.",No text,"- si la machine est plus importante, le programme objet sera en général placé par l'assembleur sur une mémoire auxiliaire, en attendant l'heure d'être exécuté. On ignore, au moment de l'assemblage, la zone de mémoire principale où sera placé le programme pour cette exécution.",No text,"Si la machine est plus importante, le programme objet sera généralement placé par l'assembleur sur une mémoire auxiliaire, en attendant son exécution. On ignore, au moment de l'assemblage, la zone de mémoire principale où sera placé le programme pour cette exécution.
",google-gemma-3-27b-it-temp0.05,prompt_complex_02,prompt_complex_02,results-AN_lines-google-gemma-3-27b-it-temp0.05.jsonl,results-AN_lines-google-gemma-3-27b-it-temp0.05.jsonl_2,"Si la machine est plus importante, le programme objet sera généralement placé par l'assembleur sur une mémoire auxiliaire, en attendant son exécution. On ignore, au moment de l'assemblage, la zone de mémoire principale où sera placé le programme pour cette exécution.",NONE,1.0,0.894927536231884,-0.10507246376811596,99-100%,0.8985507246376812,-0.10144927536231885,-0.10507246376811596,-0.10144927536231885,1.0,Negative Improvement
3,../data/datasets/ocr/original/AN/OCR_AN_19810642_13_3020.txt,fr,AN-lines,"Le programme objet binaire est alors conservé dans une forme spéciale dite relcagable parce que le charcour qui le prendra en compte pourra le placer n'importe où. Mais ce ""hargeur, capable d'effectuer la translation des adresses et autorisant des corrections, devient un programme important, dont nous : carlerons.",No text,"Le programme objet binaire est alors conservé dans une forme spéciale dite relogeable parce que le chargeur qui le prendra en compte pourra le placer n'importe où. Mais ce chargeur, capable d'effectuer la translation des adresses et autorisant des corrections, devient un programme important, dont nous parlerons.",No text,"Le programme objet binaire est alors conservé dans une forme spéciale dite relocalisable parce que le chargeur qui le prendra en compte pourra le placer n'importe où. Mais ce chargeur, capable d'effectuer la translation des adresses et autorisant des corrections, devient un programme important, dont nous parlerons.
",google-gemma-3-27b-it-temp0.05,prompt_complex_02,prompt_complex_02,results-AN_lines-google-gemma-3-27b-it-temp0.05.jsonl,results-AN_lines-google-gemma-3-27b-it-temp0.05.jsonl_3,"Le programme objet binaire est alors conservé dans une forme spéciale dite relocalisable parce que le chargeur qui le prendra en compte pourra le placer n'importe où. Mais ce chargeur, capable d'effectuer la translation des adresses et autorisant des corrections, devient un programme important, dont nous parlerons.",NONE,0.9714285714285714,0.9810725552050473,0.009927630358136963,80-99%,0.9841772151898734,0.013123603871928556,0.009927630358136963,0.013123603871928556,0.9714285714285714,Positive Improvement
4,../data/datasets/ocr/original/AN/OCR_AN_19810642_13_3020.txt,fr,AN-lines,"Cependant, le langage d'assemblage ainsi défini reste isomorphe du langage machine ; pour aller plus loin, il faut parler de sous-programmes et d'interprétation.",No text,"Cependant, le langage d'assemblage ainsi défini reste isomorphe du langage machine ; pour aller plus loin, il faut parler de sous-programmes et d'interprétation.",No text,"Cependant, le langage d'assemblage ainsi défini reste isomorphe au langage machine ; pour aller plus loin, il faut parler de sous-programmes et d'interprétation.
",google-gemma-3-27b-it-temp0.05,prompt_complex_02,prompt_complex_02,results-AN_lines-google-gemma-3-27b-it-temp0.05.jsonl,results-AN_lines-google-gemma-3-27b-it-temp0.05.jsonl_4,"Cependant, le langage d'assemblage ainsi défini reste isomorphe au langage machine ; pour aller plus loin, il faut parler de sous-programmes et d'interprétation.",NONE,1.0,0.9876543209876543,-0.012345679012345734,99-100%,0.9937888198757764,-0.006211180124223614,-0.012345679012345734,-0.006211180124223614,1.0,Negative Improvement
5,../data/datasets/ocr/original/AN/OCR_AN_19810642_13_3020.txt,fr,AN-lines,# Sous-programmes,No text,Sous-programmes,No text,"# Sous-programmes
",google-gemma-3-27b-it-temp0.05,prompt_complex_02,prompt_complex_02,results-AN_lines-google-gemma-3-27b-it-temp0.05.jsonl,results-AN_lines-google-gemma-3-27b-it-temp0.05.jsonl_5,# Sous-programmes,NONE,0.8823529411764706,0.8333333333333334,-0.05555555555555548,80-99%,0.8823529411764706,0.0,-0.05555555555555548,0.0,0.8823529411764706,Negative Improvement
6,../data/datasets/ocr/original/AN/OCR_AN_19810642_13_3020.txt,fr,AN-lines,"Il est fréquent qu'une séquence d'instructions, écrite pour un besoin particulier A au cours d'un programme, s'avère utilisable en d'autres parties du travail B, C. Cela constitue un sous-programme, et on peut envisager plusieurs façons de s'en servir.",No text,"Il est fréquent qu'une séquence d'instructions, écrite pour un besoin particulier A au cours d'un programme, s'avère utilisable en d'autres parties du travail B, C. Cela constitue un sous-programme, et on peut envisager plusieurs façons de s'en servir.",No text,"Il est fréquent qu'une séquence d'instructions, écrite pour un besoin particulier A dans un programme, s'avère utilisable dans d'autres parties B, C. Cela constitue un sous-programme, et on peut envisager plusieurs façons de l'utiliser.
",google-gemma-3-27b-it-temp0.05,prompt_complex_02,prompt_complex_02,results-AN_lines-google-gemma-3-27b-it-temp0.05.jsonl,results-AN_lines-google-gemma-3-27b-it-temp0.05.jsonl_6,"Il est fréquent qu'une séquence d'instructions, écrite pour un besoin particulier A dans un programme, s'avère utilisable dans d'autres parties B, C. Cela constitue un sous-programme, et on peut envisager plusieurs façons de l'utiliser.",NONE,1.0,0.8690476190476191,-0.13095238095238093,99-100%,0.873015873015873,-0.12698412698412698,-0.13095238095238093,-0.12698412698412698,1.0,Negative Improvement
7,../data/datasets/ocr/original/AN/OCR_AN_19810642_13_3020.txt,fr,AN-lines,"a) ou bien cette séquence A est recopiée dans le texte du programme aux places $B$ et $C$, et l'économie réalisée porte sur le temps de rédaction, c'est un sous-programme ouvert.",No text,"a) ou bien cette séquence A est recopiée dans le texte du programme aux places B et C, et l'économie réalisée porte sur le temps de rédaction, c'est un sous-programme ouvert.",No text,"a) Cette séquence A est recopiée dans le texte du programme aux places B et C, et l'économie réalisée porte sur le temps de rédaction : c'est un sous-programme ouvert.
",google-gemma-3-27b-it-temp0.05,prompt_complex_02,prompt_complex_02,results-AN_lines-google-gemma-3-27b-it-temp0.05.jsonl,results-AN_lines-google-gemma-3-27b-it-temp0.05.jsonl_7,"a) Cette séquence A est recopiée dans le texte du programme aux places B et C, et l'économie réalisée porte sur le temps de rédaction : c'est un sous-programme ouvert.",NONE,0.9775280898876404,0.9310344827586207,-0.047562425683709844,80-99%,0.9367816091954023,-0.041683181397806766,-0.047562425683709844,-0.041683181397806766,0.9775280898876404,Negative Improvement
8,../data/datasets/ocr/original/AN/OCR_AN_19810642_13_3020.txt,fr,AN-lines,"b) ou bien la séquence A n'est écrite qu'une fois, et logée une fois en mémoire, afin de faire des économies de place. Dans ce cas, le sousprogramme, st dit fermé, et il faut y renvoyer par unerupture de séquence. A la fin de la séquence A, le sous-programme doit renvoyer au programme principal, et cela pose des problèmes délicats qui ont reçu plusieurs solutions intéressantes de caractère universel, dont au moins une est toujours incorporée au répertoire de chaque calculateur.",No text,"b) ou bien la séquence A n'est écrite qu'une fois, et logée une fois en mémoire, afin de faire des économies de place. Dans ce cas, le sous-programme est dit fermé, et il faut y renvoyer par une rupture de séquence. À la fin de la séquence A, le sous-programme doit renvoyer au programme principal, et cela pose des problèmes délicats qui ont reçu plusieurs solutions intéressantes de caractère universel, dont au moins une est toujours incorporée au répertoire de chaque calculateur.",No text,"b) ou bien la séquence A n'est écrite qu'une fois, et logée une fois en mémoire, afin d'économiser de la place. Dans ce cas, le sous-programme est dit fermé, et il faut y renvoyer par une rupture de séquence. À la fin de la séquence A, le sous-programme doit renvoyer au programme principal, ce qui pose des problèmes délicats qui ont reçu plusieurs solutions intéressantes de caractère universel, dont au moins une est toujours incorporée au répertoire de chaque calculateur.
",google-gemma-3-27b-it-temp0.05,prompt_complex_02,prompt_complex_02,results-AN_lines-google-gemma-3-27b-it-temp0.05.jsonl,results-AN_lines-google-gemma-3-27b-it-temp0.05.jsonl_8,"b) ou bien la séquence A n'est écrite qu'une fois, et logée une fois en mémoire, afin d'économiser de la place. Dans ce cas, le sous-programme est dit fermé, et il faut y renvoyer par une rupture de séquence. À la fin de la séquence A, le sous-programme doit renvoyer au programme principal, ce qui pose des problèmes délicats qui ont reçu plusieurs solutions intéressantes de caractère universel, dont au moins une est toujours incorporée au répertoire de chaque calculateur.",NONE,0.9896694214876033,0.9504132231404959,-0.039665970772442515,80-99%,0.9524793388429752,-0.03757828810020876,-0.039665970772442515,-0.03757828810020876,0.9896694214876033,Negative Improvement
9,../data/datasets/ocr/original/AN/OCR_AN_19810642_13_3020.txt,fr,AN-lines,Un programme doit en général passer des paramètres à un sousprogramme fermé qu'il appelle. Ce problème général a également fait l'objet de solutions multiples.,No text,Un programme doit en général passer des paramètres à un sous-programme fermé qu'il appelle. Ce problème général a également fait l'objet de solutions multiples.,No text,"Un programme doit généralement passer des paramètres à un sous-programme qu'il appelle. Ce problème a également fait l'objet de solutions multiples.
",google-gemma-3-27b-it-temp0.05,prompt_complex_02,prompt_complex_02,results-AN_lines-google-gemma-3-27b-it-temp0.05.jsonl,results-AN_lines-google-gemma-3-27b-it-temp0.05.jsonl_9,Un programme doit généralement passer des paramètres à un sous-programme qu'il appelle. Ce problème a également fait l'objet de solutions multiples.,NONE,0.99375,0.85625,-0.1383647798742139,99-100%,0.8625,-0.13207547169811318,-0.1383647798742139,-0.13207547169811318,0.99375,Negative Improvement
